job_title,company_name,job_location,job_description,salary_low,salary_high,source,application_url,job_category,job_category_code,timestamp
Software Engineer,Mitchell Martin,"New York, Lucas County","Software Engineers (New York, NY) Design and develop database/ETL software packages and programs for banking industry, using ETL, Informatica Powercenter 9x/10x, Teradata Database 14/16x, Teradata Tools and Utilities (TPT/BTEQ/FastLoad/MultiLoad/FastExport); Develop Exadata and Oracle database platforms using Oracle 11g/12c; Construct, test performance tuning of SQL and data integration processes using Unix and Linux ShellScripts and PL/SQL; Perform Data Modeling using Erwin 7x and ERStudio Dat…",164010.02,164010.02,Adzuna,https://www.adzuna.com/land/ad/4753168027?se=SE3jTuU07xGdbr63pKR-YQ&utm_medium=api&utm_source=330079c0&v=D020B8B9FD4BE9FF8481E191AC572F329A709946,N/A,N/A,2024-06-27 18:28:22.521402
Software Engineers,Mitchell Martin,"New York, Lucas County","Software Engineers (New York, NY)– Design and develop complex architecture for banking software, including platform component architecture, data flow architecture, platform component integration, and platform scalability and reliability design using Ab-initio GDE, Teradata, Unix Shell Scripting, Autosys; Coordinate with business users to extract, transform and load (ETL) requirements using Cloudera, Hadoop, Spark, Scala, Hive; Design and develop rules based on regulatory requirements using Ab I…",176053.25,176053.25,Adzuna,https://www.adzuna.com/land/ad/4754596701?se=SE3jTuU07xGdbr63pKR-YQ&utm_medium=api&utm_source=330079c0&v=3B3C8D55714A4C6E826F34FC291F586072ECF47B,N/A,N/A,2024-06-27 18:28:22.521402
Software Engineer,Mando America Corp,"Bay City, Bay County","Job Description Job Description Job Purpose: Senior Software Engineer is responsible for developing Embedded Software Development for all of HL Mechatronics Automotive products such as Electric Power Steering, Braking, and Propulsion Systems. Job involves working on writing embedded code in C language, developing MATLAB models for Auto Coding, working on AUTOSAR stack configuration. Software Engineer will be responsible to follow ISO 26262 safety processes as well as ASPICE 3.1 processes for de…",144160.3,144160.3,Adzuna,https://www.adzuna.com/land/ad/4729367024?se=SE3jTuU07xGdbr63pKR-YQ&utm_medium=api&utm_source=330079c0&v=3135C44E48892DA51F365DDBFF594C1809982AE5,N/A,N/A,2024-06-27 18:28:22.521402
Software Engineer - Front-End,"Veza Technologies, Inc.","Bodega Bay, Sonoma County","Job Description Job Description Remote/WFH - Must be based in USA About the Opportunity We're hiring a Frontend Software Engineer to lead the next phase of our growth. You'll work alongside builders who have helped to shape the success of companies such as Google, Okta, AWS among others. You will be a valued member of a collaborative agile team, continuously experimenting and iterating to deliver new product objectives. You Will: Build UI features using React, TypeScript, CSS Write Unit Test an…",115029.36,115029.36,Adzuna,https://www.adzuna.com/land/ad/4736165480?se=SE3jTuU07xGdbr63pKR-YQ&utm_medium=api&utm_source=330079c0&v=26BCBEF7BD3E5942393D4963D6E7942F1ED84031,N/A,N/A,2024-06-27 18:28:22.521402
Staff Software Engineer,Northrop Grumman,"Tarzana, Los Angeles County","Requisition ID: R10159074 Category: Engineering Location: Woodland Hills, California, United States of America Clearance Type: Top Secret Telecommute: No- Teleworking not available for this position Shift: 1st Shift (United States of America) Travel Required: Yes, 10% of the Time Relocation Assistance: Relocation assistance may be available Positions Available: 1 At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around t…",130549.61,130549.61,Adzuna,https://www.adzuna.com/land/ad/4747616171?se=SE3jTuU07xGdbr63pKR-YQ&utm_medium=api&utm_source=330079c0&v=7462B711DD0696B14CD22DAC76EF564318B76B7E,N/A,N/A,2024-06-27 18:28:22.521402
Software Developer - Work From Home,Parallel Partners,"Harahan, Jefferson Parish","Software Developer - Work From Home This is a 100% Remote Software Developer - Work From Home opportunity. Company will provide the necessary equipment for a home-based set-up (laptop, multiple 4K monitors, work from home ergonomic assessment, etc.). Responsibilities: - Our primary development platforms are C# .Net for web services and Ionic/Cordova for mobile apps. - Application Development, primarily ASP.NET (C#, .NET), JavaScript. - Database Design and Maintenance. - Perform work within allo…",105689.84,105689.84,Adzuna,https://www.adzuna.com/details/4725192845?utm_medium=api&utm_source=330079c0,N/A,N/A,2024-06-27 18:28:22.521402
Software Engineer,Unreal Gigs,"Hayes Valley, San Francisco","About The Role We’re seeking seasoned engineers across various domains (Product, Full-Stack, Backend, Applied AI/LLM) to drive the development of both new and existing products. Our success hinges on our ability to iterate rapidly while ensuring top-notch performance and reliability. You’ll operate in a highly iterative, collaborative, and fast-paced setting to deploy our technology to a broad user base, ensuring it's delivered with finesse and reliability at its core. This position offers a hy…",290184.7,290184.7,Adzuna,https://www.adzuna.com/land/ad/4753147084?se=SE3jTuU07xGdbr63pKR-YQ&utm_medium=api&utm_source=330079c0&v=21895EA70C6CC6D07E2A05D258459178F9CDBAC6,N/A,N/A,2024-06-27 18:28:22.521402
Software Engineer,"Connexity, a Taboola company","Los Angeles, Los Angeles County","Job Description Job Description Connexity is a performance-marketing technology company whose core purpose is to help online retailers find new customers and drive sales at a cost that meets ROI objectives. As the leading independent source of new customers and sales for online retailers, we manage the complexities of a wide range of customer acquisition channels on behalf of thousands of retailers, with 20 years of proven success in the US, UK and Europe. Since 2021, Connexity has served as th…",102834.33,102834.33,Adzuna,https://www.adzuna.com/land/ad/4755610831?se=SE3jTuU07xGdbr63pKR-YQ&utm_medium=api&utm_source=330079c0&v=5F13597B024F89C541FC256380A56561766DF3F6,N/A,N/A,2024-06-27 18:28:22.521402
Software Engineer,"7-Eleven, Inc.","Irving, Dallas","Overview: ▶ Who we are Imagine working in a place where continuous improvement and innovation is celebrated and rewarded; where fast-paced, high-impact teams come together to positively drive results for one of the largest & most iconic brands in the world. As the only rapidly growing retailer, you may know us as your friendly neighborhood store. You probably know our familiar name, have seen our pervasive logo, and have tried our highly sought-after products, such as Slurpee® and Big Bite®. “B…",88247.05,88247.05,Adzuna,https://www.adzuna.com/land/ad/4755088323?se=SE3jTuU07xGdbr63pKR-YQ&utm_medium=api&utm_source=330079c0&v=3DA9D181A5DF4AC1279631524EDCFA9F9F8AE42E,N/A,N/A,2024-06-27 18:28:22.521402
Mid-Level Software Engineer - Partial Telework,GliaCell Technologies,"Savage, Anne Arundel County","Are you a Mid-Level Software Engineer who is ready for a new challenge that will launch your career to the next level? - Tired of being treated like a company drone? - Tired of promised adventures during the hiring phase, then dropped off on a remote contract and never seen or heard from the mothership again? - Our engineers were certainly tired of the same. At GliaCell our slogan is ""We make It happen"". - We will immerse you in the latest technologies. - We will develop and support your own pe…",82469.1,82469.1,Adzuna,https://www.adzuna.com/details/4726721505?utm_medium=api&utm_source=330079c0,N/A,N/A,2024-06-27 18:28:22.521402
Software Engineer,Ampersand Solutions Group,"Huntsville, Madison County","Job Description Job Description Salary: Contingent on award, Ampersand Solutions Group ( AMPERSAND ) has a requirement for one or more Software Engineers who will support a critical DoD mission providing software development, design, and test subject matter expertise in a multicloud, hybrid multicloud environment. Scope : Responsible for the design, development, testing, verifying, sustaining, and fully documenting developed software. Develops complex software applications involving graphical f…",135053.2,135053.2,Adzuna,https://www.adzuna.com/land/ad/4749029240?se=SE3jTuU07xGdbr63pKR-YQ&utm_medium=api&utm_source=330079c0&v=15EEF27BA46D8E2752697DE35039FC7B0DCCA246,N/A,N/A,2024-06-27 18:28:22.521402
Software Engineer,Unreal Gigs,"Textile Finance, Los Angeles County","About Us: At our organization, integrations form the backbone of our operations, fueling our mission to streamline workflows and enhance productivity. Collaborating closely with our product and engineering teams, you'll be at the forefront of architecting, developing, and scaling integrations with third-party SaaS applications. If you're eager to shape our engineering strategy and product roadmap, while contributing to innovative solutions, we invite you to join us. Our welcoming, dog-friendly …",241708.28,241708.28,Adzuna,https://www.adzuna.com/land/ad/4753172772?se=SE3jTuU07xGdbr63pKR-YQ&utm_medium=api&utm_source=330079c0&v=523D6A966F9E542A44734A59CD3422CDFEBC8D62,N/A,N/A,2024-06-27 18:28:22.521402
Public Notice for Direct Hire (DMI) - IT Specialist (Data Management/Applications Software),Centers for Disease Control and Prevention,Anywhere in the U.S. (remote job),"Basic Qualifications: For all positions individuals must have IT-related experience demonstrating each of the four competencies listed below. Attention to Detail - Is thorough when performing work and conscientious about attending to detail. Customer Service - Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services. Oral Communication - Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately. Problem Solving - Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations. In addition to Basic Qualifications above, Minimum Qualifications must be met: GS-7: At least 1 year of graduate-level education OR Superior academic achievement (See Education section) OR At least 1 year of specialized experience, equivalent to the GS-05 grade level in the Federal service, to include experience synthesizing data into charts showing information flow; operating computer consoles where this involved choosing from among various procedures in responding to machine commands or unscheduled halts; and scheduling the sequence of programs to be processed by computers where alternatives had to be weighed with a view to production efficiency OR A combination of education & experience GS-9: At least 2 years of progressively higher-level graduate education leading to a master's degree or master's or equivalent graduate degree OR At least 1 year of specialized experience, equivalent to the GS-07 grade level in the Federal service, to include experience analyzing the interrelationships of pertinent components of the system; planning the sequence of actions necessary to accomplish the assignment; and having personal responsibility for a least a segment of the overall project OR A combination of education & experience GS-11: At least 3 years of progressively higher-level graduate education leading to a Ph.D. degree or Ph.D. or equivalent doctoral degree OR At least 1 year of specialized experience, equivalent to the GS-09 grade level in the Federal service, to include experience designing, documenting, developing, modifying, testing, implementing, and supporting new or existing application software; and testing, monitoring, and evaluating information technology technologies during design, development, procurement and/or implementation to ensure requirements are met OR A combination of education & experience GS-12: At least 1 year of specialized experience, equivalent to the GS-11 grade level in the Federal service, to include experience utilizing scientific, mathematical, and statistical principles and theories to integrate, transform, and analyze data from a myriad of disparate systems -- OR -- monitoring and maintaining the integrity and accuracy of information and data in applications; analyzing current and projected needs for enhancing reports generated; and developing applications programs for a variety of software applications. GS-13: At least 1 year of specialized experience, equivalent to the GS-12 grade level in the Federal service, to include experience managing, administering, and ensuring the security, maintenance, and operations of database systems; developing applications programs for a variety of software applications in support of the work of an organization; providing technical assistance to data systems, data management, computer programming, quality assurance and analysis; and accessing and summarizing a range of interrelated data sets. GS-14: At least 1 year of specialized experience, equivalent to the GS-13 grade level in the Federal service, to include experience developing modern web applications, backend services, or cloud infrastructure using approaches that may include test-driven development, continuous integration and deployment, or distributed version control such as github. GS-15: At least 1 year of specialized experience, equivalent to the GS-14 grade level in the Federal service, to include experience performing application architecture related activities in an open-source model leveraging cloud services; and defining and enforcing pre-defined architecture for large scale systems. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Promotion potential: Promotion to the next grade level is at management's discretion and is based on your meeting qualifications and time-in-grade requirements, demonstrated ability to perform the higher-level duties, the continuing need for the higher-level duties, and administrative approval. Promotion to the next grade level is not guaranteed and no promise of promotion is implied.",49025.0,186854.0,USA Jobs,https://www.usajobs.gov:443/GetJob/ViewDetails/795380300,Information Technology Management,2210,2024-06-27 18:28:22.521402
Public Notice for Direct Hire (DMI) - Information Technology Specialist (Applications Software),Centers for Disease Control and Prevention,Anywhere in the U.S. (remote job),"Basic Qualifications: For all positions individuals must have IT-related experience demonstrating each of the four competencies listed below. Attention to Detail - Is thorough when performing work and conscientious about attending to detail. Customer Service - Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services. Oral Communication - Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately. Problem Solving - Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations. In addition to Basic Qualifications above, Minimum Qualifications must be met: GS-7: At least 1 year of graduate-level education OR Superior academic achievement (See Education section) OR At least 1 year of specialized experience, equivalent to the GS-05 grade level in the Federal service, to include experience analyzing and assisting in the development of file structures; evaluating software already in use; and documenting test results and assisting with the modification of program code to debug programs OR A combination of education & experience GS-9: At least 2 years of progressively higher-level graduate education leading to a master's degree or master's or equivalent graduate degree OR At least 1 year of specialized experience, equivalent to the GS-07 grade level in the Federal service, to include experience developing and administering quality control, data verification processes, files conversion and consolidation, testing and maintenance and backup requirements; maintaining application programs and PC data processing systems and designs user interfaces; and analyzing problems and identifies solutions OR A combination of education & experience GS-11: At least 3 years of progressively higher-level graduate education leading to a Ph.D. degree or Ph.D. or equivalent doctoral degree OR At least 1 year of specialized experience, equivalent to the GS-09 grade level in the Federal service, to include experience performing IT support for software computer applications (e.g., Application Design, Implementer, & Development); and utilizing software tools (e.g., SharePoint, Microsoft Office 365 Suite, Application Production Support) OR A combination of education & experience GS-12: At least 1 year of specialized experience, equivalent to the GS-11 grade level in the Federal service, to include experience performing analysis, implementation (e.g., case management implementation), design and development of business processing systems (e.g., ASP Classic, ASP.NET, .NET Core, Customer Relationship Management (CRM), and Database Operations); utilizing software tools (e.g. SharePoint, Microsoft Office 365 Suite, Application Production Support); and resolving hardware and software problems by performing quality assurance software testing methods. GS-13: At least 1 year of specialized experience, equivalent to the GS-12 grade level in the Federal service, to include experience identifying, designing, and testing environments, equipment, and data; conducting quality assurance testing of enterprise-wide systems; scheduling and costing of software and system product releases; and providing advice, assistance, and support to technical staff in related matters. GS-14: At least 1 year of specialized experience, equivalent to the GS-13 grade level in the Federal service, to include experience researching, designing, developing, selecting, integrating, implementing, and life-cycle maintaining cloud and internet-based systems. GS-15: At least 1 year of specialized experience, equivalent to the GS-14 grade level in the Federal service, to include experience utilizing a wide-range of qualitative and/or qualitative methods for developing reliable code using test-driven development techniques, adhering to modern development practices, automation, and testing methodologies, back-end systems design (e.g., leading definition, design, and implementation), architectural standards and best practices, API development, and cloud migration solutions. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Promotion potential: Promotion to the next grade level is at management's discretion and is based on your meeting qualifications and time-in-grade requirements, demonstrated ability to perform the higher-level duties, the continuing need for the higher-level duties, and administrative approval. Promotion to the next grade level is not guaranteed and no promise of promotion is implied.",49025.0,186854.0,USA Jobs,https://www.usajobs.gov:443/GetJob/ViewDetails/795359000,Information Technology Management,2210,2024-06-27 18:28:22.521402
Public Notice for Direct Hire - Computer Engineer (Cybersecurity),Centers for Disease Control and Prevention,Anywhere in the U.S. (remote job),"Basic Qualifications: A. Degree: Engineering. To be acceptable, the program must: (1) lead to a bachelor's degree in a school of engineering with at least one program accredited by ABET; or (2) include differential and integral calculus and courses (more advanced than first-year physics and chemistry) in five of the following seven areas of engineering science or physics: (a) statics, dynamics; (b) strength of materials (stress-strain relationships); (c) fluid mechanics, hydraulics; (d) thermodynamics; (e) electrical fields and circuits; (f) nature and properties of materials (relating particle and aggregate structure to properties); and (g) any other comparable area of fundamental engineering science or physics, such as optics, heat transfer, soil mechanics, or electronics. OR B. Combination of education and experience: college-level education, training, and/or technical experience that furnished (1) a thorough knowledge of the physical and mathematical sciences underlying engineering, and (2) a good understanding, both theoretical and practical, of the engineering sciences and techniques and their applications to one of the branches of engineering. The adequacy of such background must be demonstrated by one of the following: Professional registration or licensure -- Current registration as an Engineer Intern (EI), Engineer in Training (EIT), or licensure as a Professional Engineer (PE) by any State, the District of Columbia, Guam, or Puerto Rico. Absent other means of qualifying under this standard, those applicants who achieved such registration by means other than written test (e.g., State grandfather or eminence provisions) are eligible only for positions that are within or closely related to the specialty field of their registration. For example, an applicant who attains registration through a State Board's eminence provision as a manufacturing engineer typically would be rated eligible only for manufacturing engineering positions. Written Test -- Evidence of having successfully passed the Fundamentals of Engineering (FE)2 examination or any other written test required for professional registration by an engineering licensure board in the various States, the District of Columbia, Guam, and Puerto Rico. Specified academic courses -- Successful completion of at least 60 semester hours of courses in the physical, mathematical, and engineering sciences and that included the courses specified in the basic requirements under paragraph A. The courses must be fully acceptable toward meeting the requirements of an engineering program as described in paragraph A. Related curriculum -- Successful completion of a curriculum leading to a bachelor's degree in an appropriate scientific field, e.g., engineering technology, physics, chemistry, architecture, computer science, mathematics, hydrology, or geology, may be accepted in lieu of a bachelor's degree in engineering, provided the applicant has had at least 1 year of professional engineering experience acquired under professional engineering supervision and guidance. Ordinarily there should be either an established plan of intensive training to develop professional engineering competence, or several years of prior professional engineering-type experience, e.g., in interdisciplinary positions. (The above examples of related curricula are not all-inclusive.) Minimum Qualifications: GS-12: At least 1 year of specialized experience, equivalent to the GS-11 grade level in the Federal service, to include experience with information systems practices in areas such as Applications Development, Systems Integration, Telecommunications, Database Management, Security, or Software Engineering. GS-13: At least 1 year of specialized experience, equivalent to the GS-12 grade level in the Federal service, to include experience promoting the awareness of security issues ensuring sound security principles; and initiating and developing engineering models, operational studies, and tests of interoperability. GS-14: At least 1 year of specialized experience, equivalent to the GS-13 grade level in the Federal service, to include experience assessing and providing strategic direction for resolution of mission-critical problems, policies, and procedures; applying advance theories, concepts, principles and processes of computer engineering and support cybersecurity efforts through cybersecurity research; and identifying and recommending solutions to cyber threats. GS-15: At least 1 year of specialized experience, equivalent to the GS-14 grade level in the Federal service, to include experience leading projects to design, acquire, and implement major prototype and developmental systems, or to make extensive modifications and upgrades to existing systems. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Promotion potential: Promotion to the next grade level is at management's discretion and is based on your meeting qualifications and time-in-grade requirements, demonstrated ability to perform the higher-level duties, the continuing need for the higher-level duties, and administrative approval. Promotion to the next grade level is not guaranteed and no promise of promotion is implied.",86962.0,186854.0,USA Jobs,https://www.usajobs.gov:443/GetJob/ViewDetails/795471000,Computer Engineering,0854,2024-06-27 18:28:22.521402
Web Developer,Kadince,"Ogden, Weber County","Job Description Job Description Salary: $70,000-$120,000 About Kadince Kadince (pronounced cadence) is a fully remote (must live in the USA) software company founded in 2013. In a nutshell, we build tools to help financial institutions track and manage the good they do in their communities. Kadince has been profitable for several years (we’re fans of making more than we spend). We’re bootstrapped, which means we don’t have investors. So our owners answer to no one. And they aren’t just giving u…",52899.1,52899.1,Adzuna,https://www.adzuna.com/land/ad/4715421712?se=xhuRT-U07xGaYWr34DRRHw&utm_medium=api&utm_source=330079c0&v=1210F0C7778C44D6F58F43064E25C46AAC5F8774,N/A,N/A,2024-06-27 18:28:22.521402
Web Developer - Freelance,"GungHo Online Entertainment America, Inc.","Redondo Beach, Los Angeles County","Job Description Job Description Salary: DOE  This is a freelance job.  About us: Located in Southern California, GungHo Online Entertainment America Inc. is the U.S. subsidiary of the Japanese game company GungHo Online Entertainment, Inc. Publishing titles across multiple platforms ranging from console to handheld and mobile, our group is comprised of veterans from various aspects of the industry brought together by one simple thing: a love of gaming. What you'll be doing: Design a webpage of …",58022.49,58022.49,Adzuna,https://www.adzuna.com/land/ad/4728426048?se=xhuRT-U07xGaYWr34DRRHw&utm_medium=api&utm_source=330079c0&v=36113304A6CF121FEAECD5E882178C8F81E4AFE6,N/A,N/A,2024-06-27 18:28:22.521402
"Java Developer (100% Remote, Work From Home)",Bitcoin Devs Company,US,"Overview: The Java Developer plays a key role in the design, development, and implementation of complex software solutions using Java technologies. This role is essential in contributing to the advancement of the organization's software applications and systems in a remote work setting. We are looking for a Java Developer to join the CF Benchmarks Index Team. You will be responsible for implementing new crypto indices and for ensuring the smooth running of the CF Benchmarks platform. You should…",120000.0,150000.0,Adzuna,https://www.adzuna.com/details/4753230531?utm_medium=api&utm_source=330079c0,N/A,N/A,2024-06-27 18:28:22.521402
Oracle Developer - Remote (WFH),COGNITIVE MEDICAL SYSTEMS INC,"Austin, Travis County","Job Description Job Description The Oracle Developer position is part of the Acquisition and Property Management (APM) Veteran Canteen Services (VCS) Automated Information System (AIS) team within the Acquisition and Property Management (APM) portfolio in support of the US Department of Veterans Affairs, Consolidated Corporate Support Services (CCSS) program. Within the Acquisition and Property Management (APM) Product Line, VCS AIS represents two of the three primary VCS systems and back-end c…",86263.17,86263.17,Adzuna,https://www.adzuna.com/land/ad/4746892777?se=xhuRT-U07xGaYWr34DRRHw&utm_medium=api&utm_source=330079c0&v=968245E61F4DAE1854152BB4F0C9FD5059B33608,N/A,N/A,2024-06-27 18:28:22.521402
Software Developer - Work From Home,Parallel Partners,"Harahan, Jefferson Parish","Software Developer - Work From Home This is a 100% Remote Software Developer - Work From Home opportunity. Company will provide the necessary equipment for a home-based set-up (laptop, multiple 4K monitors, work from home ergonomic assessment, etc.). Responsibilities: - Our primary development platforms are C# .Net for web services and Ionic/Cordova for mobile apps. - Application Development, primarily ASP.NET (C#, .NET), JavaScript. - Database Design and Maintenance. - Perform work within allo…",105689.84,105689.84,Adzuna,https://www.adzuna.com/details/4725192845?utm_medium=api&utm_source=330079c0,N/A,N/A,2024-06-27 18:28:22.521402
Web Application Developer,"MacroSys, LLC","Washington, Washington, D.C.","Job Description Job Description We are seeking a Web Application Developer (Mid-level) to join our team You will develop and implement unique web-based applications. Location: On-site in Washington, DC (not eligible for telework) Job Description : Write programs to automate business functions or develop applications in a variety of computer languages based on customers’ requirements, most frequently in Java. Update and enhance existing programs and applications. Debug programs by testing for an…",76976.02,76976.02,Adzuna,https://www.adzuna.com/land/ad/4728791680?se=xhuRT-U07xGaYWr34DRRHw&utm_medium=api&utm_source=330079c0&v=281CC2D963D4088C8F06799EC00D61B11EF4E685,N/A,N/A,2024-06-27 18:28:22.521402
Web Application Developer,Westmark Enterprises,"Dubuque, Dubuque County","Job Description Job Description We all use technology and most overlook the power behind it. We are looking for someone who understands the power technology holds and can develop applications to engage our customers. Westmark Enterprises is looking for our next Web Application Developer This role will require you to work out of our Dubuque, Iowa home office. NO REMOTE WORK AT THIS TIME. As an IT Web Application Developer, you can expect to: Create and build interactive products Resolves open so…",82890.48,82890.48,Adzuna,https://www.adzuna.com/land/ad/4744405640?se=xhuRT-U07xGaYWr34DRRHw&utm_medium=api&utm_source=330079c0&v=74394F2A21FCF39F6BFB020E52B1DA9F1B7C912A,N/A,N/A,2024-06-27 18:28:22.521402
"Back-End Web Developer (PHP, WordPress)  DevOps (AWS)",Visca Web,"Barnegat, Ocean County","Job Description Job Description Salary: 30-40k€ gross per year About Visca Web Visca Web operates performance marketing websites within the sports, real estate and finance segments across several markets, primarily in the Americas and Europe. For more than 10 years now, our content has been educating and empowering our users across the globe to make well-informed decisions, which has resulted in generating over 100,000 high-quality online leads for our partners brands over that period of time. …",115911.2,115911.2,Adzuna,https://www.adzuna.com/land/ad/4720842327?se=xhuRT-U07xGaYWr34DRRHw&utm_medium=api&utm_source=330079c0&v=67830E509AA2E5D5528EBC417D6769D31E51BC1E,N/A,N/A,2024-06-27 18:28:22.521402
Junior Web Developer (Drupal),VMD Corp,"Alexandria, Alexandria City","Description We are a team of visionary leaders who shift the paradigm to bring our customers game changing innovations and emerging technologies to strengthen their missions. As a Vision, Mission, and Driven company, VMD has been delivering information technology solutions to the Federal government in Agile Engineering, Cybersecurity, and Critical Infrastructure Protection since 2002. Why Join VMD Corp? At VMD you have the opportunity to thrive in your career and become a Game Changer. The qual…",101104.76,101104.76,Adzuna,https://www.adzuna.com/details/4749597199?utm_medium=api&utm_source=330079c0,N/A,N/A,2024-06-27 18:28:22.521402
Web Developer,State of Virginia,"Newcomb Hall, Charlottesville City","The University of Virginia seeks applicants for a Web Developer to join the School of Medicine in Charlottesville, VA DUTIES: Develop native Android apps with Android Studio, Java & Kotlin. Master Android SDK and Android Gradle plugin to deal with different Android versions. Use data parsing forms like JSON, for dynamically connecting apps to back-end services through RESTful APIs; Work with different third-party plugins and libraries to enhance app's functionalities. Publish applications to Go…",92442.97,92442.97,Adzuna,https://www.adzuna.com/details/4730202809?utm_medium=api&utm_source=330079c0,N/A,N/A,2024-06-27 18:28:22.521402
Entry Level - Remote Data Entry Work From Home,Maxion Research,"Las Vegas, Clark County","Work From Home, Entry Level Data Entry Clerk As A Research Participant We are looking for people who want to work remotely from home. You'll need an Internet connection and a mobile device or computer. We need folks who want to do tasks, micro tasks, work at home opinion panels, online focus groups, product testing, research trials and more. This is not a normal 9-5 job, but a fun way to earn extra cash working from home part time on the fly – work when you want. Apply today for free and start …",32812.02,32812.02,Adzuna,https://www.adzuna.com/details/4720225492?utm_medium=api&utm_source=330079c0,N/A,N/A,2024-06-27 18:28:22.521402
Entry Level - Remote Data Entry Work From Home,Maxion Research,"Laurel, Jones County","Work From Home, Entry Level Data Entry Clerk As A Research Participant We are looking for people who want to work remotely from home. You'll need an Internet connection and a mobile device or computer. We need folks who want to do tasks, micro tasks, work at home opinion panels, online focus groups, product testing, research trials and more. This is not a normal 9-5 job, but a fun way to earn extra cash working from home part time on the fly – work when you want. Apply today for free and start …",32669.17,32669.17,Adzuna,https://www.adzuna.com/details/4720225784?utm_medium=api&utm_source=330079c0,N/A,N/A,2024-06-27 18:28:22.521402
Entry Level - Remote Data Entry Work From Home,Maxion Research,"Choteau, Teton County","Work From Home, Entry Level Data Entry Clerk As A Research Participant We are looking for people who want to work remotely from home. You'll need an Internet connection and a mobile device or computer. We need folks who want to do tasks, micro tasks, work at home opinion panels, online focus groups, product testing, research trials and more. This is not a normal 9-5 job, but a fun way to earn extra cash working from home part time on the fly – work when you want. Apply today for free and start …",35700.69,35700.69,Adzuna,https://www.adzuna.com/details/4720225778?utm_medium=api&utm_source=330079c0,N/A,N/A,2024-06-27 18:28:22.521402
Entry Level - Remote Data Entry Work From Home,Maxion Research,"Crookston, Polk County","Work From Home, Entry Level Data Entry Clerk As A Research Participant We are looking for people who want to work remotely from home. You'll need an Internet connection and a mobile device or computer. We need folks who want to do tasks, micro tasks, work at home opinion panels, online focus groups, product testing, research trials and more. This is not a normal 9-5 job, but a fun way to earn extra cash working from home part time on the fly – work when you want. Apply today for free and start …",30171.02,30171.02,Adzuna,https://www.adzuna.com/details/4741719656?utm_medium=api&utm_source=330079c0,N/A,N/A,2024-06-27 18:28:22.521402
Entry Level - Remote Data Entry Work From Home,Maxion Research,US,"Work From Home, Entry Level Data Entry Clerk As A Research Participant We are looking for people who want to work remotely from home. You'll need an Internet connection and a mobile device or computer. We need folks who want to do tasks, micro tasks, work at home opinion panels, online focus groups, product testing, research trials and more. This is not a normal 9-5 job, but a fun way to earn extra cash working from home part time on the fly – work when you want. Apply today for free and start …",32234.28,32234.28,Adzuna,https://www.adzuna.com/details/4720225852?utm_medium=api&utm_source=330079c0,N/A,N/A,2024-06-27 18:28:22.521402
Entry Level - Remote Data Entry Work From Home,Maxion Research,"Waterville, Kennebec County","Work From Home, Entry Level Data Entry Clerk As A Research Participant We are looking for people who want to work remotely from home. You'll need an Internet connection and a mobile device or computer. We need folks who want to do tasks, micro tasks, work at home opinion panels, online focus groups, product testing, research trials and more. This is not a normal 9-5 job, but a fun way to earn extra cash working from home part time on the fly – work when you want. Apply today for free and start …",35491.99,35491.99,Adzuna,https://www.adzuna.com/details/4720225432?utm_medium=api&utm_source=330079c0,N/A,N/A,2024-06-27 18:28:22.521402
